date,startup,vertical,subvertical,city,investors,round,amount
18-05-2016,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,0.82
18-05-2016,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,81.99
18-05-2016,BhiveWorkspace,Reality,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity,8.2
19-05-2016,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding,8.2
19-05-2016,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding,4.1
19-05-2016,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,4.1
20-05-2016,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,2.46
23-05-2016,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding,0.73
24-05-2016,Goalwise,Consumer Internet,Online investment platform,Bengaluru,Undisclosed HNIs,Seed Funding,8.2
25-05-2016,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bengaluru,Gray Matters Capital,Private Equity,12.3
25-05-2016,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,0.82
26-05-2016,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bengaluru,"FF Angel, Sequoia Capital",Private Equity,16.4
26-05-2016,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding,3.89
30-05-2016,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,1.64
31-05-2016,Koovs,E-Commerce,Apparel & Lifestyle E-Tailer,New Delhi,HT Media Ltd,Private Equity,36.08
31-05-2016,CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,72.97
31-05-2016,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,1.43
02-06-2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,8.2
02-06-2016,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,8.2
03-06-2016,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed Funding,0.61
03-06-2016,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,16.4
06-06-2016,SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy MUSni,Seed Funding,3.67
07-06-2016,CueMath,Education,K-12 Maths Learning Courses,Bengaluru,"Sequoia Capital, Unitus Seed Fund",Private Equity,32.8
07-06-2016,KrazyBee,Consumer Internet,Student Micro-Loan platform,Bengaluru,"Yeahmobi, Fenqile",Private Equity,16.4
07-06-2016,Intgrea,Technology,Post merger Integration Partners,Bengaluru,Undisclosed Investor,Seed Funding,0.82
07-06-2016,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,188.58
07-06-2016,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,8.2
08-06-2016,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,8.2
08-06-2016,ListUp,E-Commerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,4.1
08-06-2016,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,1.64
08-06-2016,StoreKing,E-Commerce,Connecting Small Town Consumers to E-Commerce,Bengaluru,Axiata Digital,Private Equity,131.18
08-06-2016,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed Funding,1.64
09-06-2016,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,16.4
10-06-2016,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,4.1
13-06-2016,Bombay Shirt Company,E-Commerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,8.2
14-06-2016,Jivox,Technology,Data Driven Advertising platform,Bengaluru,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,49.19
14-06-2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,8.2
14-06-2016,CureJoy,Consumer Internet,Online Alternative health community platform,Bengaluru,Accel Partners India,Private Equity,36.08
15-06-2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,3.69
16-06-2016,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,3.69
16-06-2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,4.92
16-06-2016,Voonik,E-Commerce,Online Womens Fashion Marketplace,Bengaluru,Sequoia Capital,Private Equity,163.98
17-06-2016,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,98.39
17-06-2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Bengaluru,Infuse Ventures,Private Equity,7.38
17-06-2016,GreytHR,Technology,Payroll & HR Software Developer,Bengaluru,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,42.63
21-06-2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,1.23
21-06-2016,Celerix,Technology,Fintech Product Development & Services Startup,Bengaluru,Bitkemy Ventures,Seed Funding,3.28
21-06-2016,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,1.84
21-06-2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,1.23
21-06-2016,PrettySecrets,E-Commerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,49.19
22-06-2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,1.23
23-06-2016,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,28.7
23-06-2016,The Uolo,Consumer Internet,School Parent Communication App,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,1.72
24-06-2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,0.41
24-06-2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bengaluru,Kalaari Capital,Seed Funding,4.1
24-06-2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,49.19
24-06-2016,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,24.6
24-06-2016,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding,1.21
27-06-2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,9.84
27-06-2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bengaluru,Undisclosed investor,Seed Funding,0.82
27-06-2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,GVFL Ltd,Private Equity,24.6
28-06-2016,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity,65.59
28-06-2016,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,2.46
28-06-2016,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,262.37
28-06-2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,2.42
29-06-2016,LetReach,E-Commerce,E-Commerce SAAS Solutions,New Delhi,vCommission,Private Equity,0.82
29-06-2016,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,0.41
29-06-2016,Velvetcase,E-Commerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,12.3
30-06-2016,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,204.97
30-06-2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,Aarin Capital,Seed Funding,1.8
30-06-2016,Biryani Blues,Food & Beverages,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,3.02
01-07-2016,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,4.1
02-07-2016,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bengaluru,SAIF Partners,Private Equity,5.74
04-07-2016,Curefit,Consumer Internet,Online Preventive Healthcare Platform,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,122.98
04-07-2016,StitchWood,E-Commerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,1.64
04-07-2016,Grab.in,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,16.4
04-07-2016,NeoGrowth,Finance,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,131.18
05-07-2016,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,Gurgaon,YourNest Angel Fund & Others,Private Equity,8.2
05-07-2016,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,672.32
05-07-2016,Flyrobe,E-Commerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath, Abhishek Jain",Seed Funding,13.94
06-07-2016,HappilyUnmarried,E-Commerce,Online Merchandize E-Tailer,New Delhi,Info Edge (India) Ltd,Private Equity,6.07
06-07-2016,Don't Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,2.05
06-07-2016,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,2.44
07-07-2016,AppDaily,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,16.4
07-07-2016,Adytude,Consumer Internet,Gamified Consumer Insights Portal,New Delhi,Indian Angel Network,Private Equity,8.2
08-07-2016,HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,15.99
11-07-2016,Purplle,E-Commerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,49.19
11-07-2016,Trak N Tell,Technology,Car Tracking & Safety System,Gurgaon,Brian Acton,Private Equity,28.7
11-07-2016,Overcart.com,E-Commerce,Unboxed & refurbished electronic products marketplace,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,24.6
12-07-2016,SirionLabs,Technology,SAAS based Service Agreement Management,Gurgaon,Sequoia Capital,Private Equity,100.44
13-07-2016,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",New Delhi,Rainmaker Ventures,Private Equity,41
13-07-2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,4.92
13-07-2016,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bengaluru,"SAIF Partners, India Quotient",Private Equity,11.07
13-07-2016,RentMojo,Consumer Internet,Online Furniture Renting Platform,Bengaluru,"Accel Partners, IDG Ventures India",Private Equity,41
14-07-2016,Augrav,E-Commerce,Personalized precious Jewellery E-Tailer,Coimbatore,Keiretsu Forum,Seed Funding,3.69
14-07-2016,ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,8.77
15-07-2016,WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,8.2
15-07-2016,BankerBay,Consumer Internet,Online Investment Banking platform,Bengaluru,undisclosed investors,Private Equity,16.4
15-07-2016,TripShelf,E-Commerce,Travel Package Marketplace,New Delhi,GEMS group,Seed Funding,2.05
15-07-2016,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,49.19
18-07-2016,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,5.33
18-07-2016,Zuppler,Consumer Internet,Online Food Ordering platform,New Delhi,SRI Capital,Seed Funding,5.33
18-07-2016,BlueStone,E-Commerce,Jewellery E-tailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,245.97
19-07-2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,Star India Pvt. Ltd,Private Equity,81.99
19-07-2016,Deal4Loans / Wishfin,Consumer Internet,Loans Comparison platform,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,122.98
19-07-2016,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bengaluru,Prime Venture Partners,Private Equity,8.2
19-07-2016,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Gurgaon,Green House Ventures Accelerator,Seed Funding,2.05
20-07-2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,8.2
20-07-2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,4.88
21-07-2016,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,New Delhi,Nihon Kotsu Co,Private Equity,8.2
21-07-2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bengaluru,Indian Angel Network,Seed Funding,4.88
01-08-2016,HealthKart,E-Commerce,Online Pharmacy & Health Marketplace,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,98.39
01-08-2016,Medinfi,Consumer Internet,Doctor & Clinic Discovery Platform,Bengaluru,"Mudit Saxena, Evan Lim",Seed Funding,1.64
01-08-2016,RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Funding,2.25
01-08-2016,Voonik,E-Commerce,Online Womens Fashion Marketplace,Bengaluru,InnoVen Capital,Private Equity,24.6
01-08-2016,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,20.5
02-08-2016,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,14.76
02-08-2016,Yumlane,Food & Beverages,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,8.2
03-08-2016,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,Gurgaon,Brand Capital,Seed Funding,1.84
03-08-2016,FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed Funding,7.3
04-08-2016,Petoo,Consumer Internet,Food Delivery Platform,Bengaluru,Existing Investors,Seed Funding,4.1
06-08-2016,VST Travels,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Funding,0.22
08-08-2016,Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Funding,0.33
08-08-2016,Mojarto,E-Commerce,"Original Art, Digital Prints E-Tailer",Gurgaon,Undisclosed Investors,Seed Funding,3.65
08-08-2016,Zipgrid,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,1.64
10-08-2016,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bengaluru,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,4.1
10-08-2016,Bombay Shaving Company,E-Commerce,Mens Grooming Product E-Tailer,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,4.92
11-08-2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,57.39
11-08-2016,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,1.71
11-08-2016,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,122.98
12-08-2016,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,12.3
12-08-2016,Faircent.com,Consumer Internet,peer-to-peer lending platform,Gurgaon,Brand Capital,Private Equity,12.3
12-08-2016,Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,127.9
12-08-2016,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurgaon,Undisclosed Investors,Seed Funding,4.1
16-08-2016,OYO Rooms,Consumer Internet,Budget Hotels Aggregator,New Delhi,SoftBank Group,Private Equity,508.34
16-08-2016,Hike,Consumer Internet,Mobile Messaging App,New Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,1434.82
16-08-2016,Joolz,E-Commerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,4.1
16-08-2016,SaleBhai,E-Commerce,"Sweets, Dry Fruits & Handicrafts E-Tailer",Ahmedabad,Brand Capital,Private Equity,12.3
16-08-2016,Makkajai,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,2.05
